Date,Employee ID,Employee Name,Role,Department,Entity,Seniority Level,Headcount,Base Salary,Bonus,Total Compensation,Attrition Flag,New Hire Flag,Budgeted Salary,Budgeted Headcount
2022-11-01,EMP04589,Employee_4589,LiveOps Analyst,H.R.,SummonStorm BR,Mid,1,3777.31,605.58,4382.89,0,0,3876.6714173444207,1
2022-11-01,EMP04590,Employee_4590,Game Designer,Infrastructure,SummonStorm BR,Senior,1,3720.3,852.68,4572.9800000000005,0,0,3555.2674729704036,1
2022-11-01,EMP04591,Employee_4591,Localization Lead,Infrastructure,SummonStorm BR,Lead,1,2461.22,459.64,2920.8599999999997,0,0,2529.638640728908,1
2022-11-01,EMP04592,Employee_4592,Game Designer,Infrastructure,SummonStorm BR,Junior,1,4681.57,1062.16,5743.73,0,0,4915.918911019881,1
2022-11-01,EMP04593,Employee_4593,LiveOps Analyst,Infrastructure,SummonStorm BR,Mid,1,3570.9,631.32,4202.22,0,1,3595.8478685240175,0
2022-11-01,EMP04594,Employee_4594,Localization Lead,Infrastructure,SummonStorm BR,Junior,1,2687.35,472.17,3159.52,0,0,2613.801594825832,1
2022-12-01,EMP04595,Employee_4595,LiveOps Analyst,R&D,Tapstorm SG,Senior,1,3533.02,737.6,4270.62,0,0,3770.0525781689084,1
2022-12-01,EMP04596,Employee_4596,Localization Lead,R&D,Tapstorm SG,Junior,1,2203.03,362.57,2565.6000000000004,0,1,2249.581409499172,1
2022-12-01,EMP04597,Employee_4597,Game Designer,R&D,Tapstorm SG,Junior,1,3788.6,863.07,4651.67,0,0,3612.6888741469966,1
2022-12-01,EMP04598,Employee_4598,Support Agent,R&D,Tapstorm SG,Lead,1,4285.72,949.37,5235.09,0,0,4429.1073815019945,1
2022-12-01,EMP04599,Employee_4599,Localization Lead,R&D,Tapstorm SG,Lead,1,4556.64,641.61,5198.25,0,0,4481.9495784368355,0
2022-12-01,EMP04600,Employee_4600,Backend Engineer,Human Resources,Tapstorm SG,Mid,1,4055.43,922.23,4977.66,0,0,4239.785448972941,1
2022-12-01,EMP04601,Employee_4601,Game Designer,Human Resources,Tapstorm SG,Senior,1,5165.34,472.15,5637.49,0,0,5273.092766558052,1
2022-12-01,EMP04602,Employee_4602,Game Designer,Human Resources,Tapstorm SG,Junior,1,4412.77,853.5,5266.27,0,0,4274.565554158388,1
2022-12-01,EMP04603,Employee_4603,Backend Engineer,Human Resources,Tapstorm SG,Mid,1,3334.71,535.48,3870.19,0,1,3412.9628040157795,1
2022-12-01,EMP04604,Employee_4604,Localization Lead,Human Resources,Tapstorm SG,Mid,1,3999.59,281.21,4280.8,0,0,3857.5600155103302,1
2022-12-01,EMP04605,Employee_4605,UX Researcher,Marketing,Tapstorm SG,Lead,1,3537.92,332.7,3870.62,0,0,3797.822678398294,1
2022-12-01,EMP04606,Employee_4606,UX Researcher,Marketing,Tapstorm SG,Senior,1,4396.2,682.25,5078.45,0,0,4827.765700976019,1
2022-12-01,EMP04607,Employee_4607,Game Designer,Marketing,Tapstorm SG,Junior,1,3077.72,406.89,3484.6099999999997,0,0,3055.7188342906725,1
2022-12-01,EMP04608,Employee_4608,Localization Lead,Marketing,Tapstorm SG,Junior,1,2349.77,261.17,2610.94,0,0,2412.4913935502914,1
2022-12-01,EMP04609,Employee_4609,Backend Engineer,Marketing,Tapstorm SG,Junior,1,4336.75,817.05,5153.8,0,0,4552.348545950263,0
2022-12-01,EMP04610,Employee_4610,Game Designer,Marketing,Tapstorm SG,Lead,1,2891.61,225.65,3117.26,0,0,2773.3841275641335,1
2022-12-01,EMP04611,Employee_4611,Backend Engineer,Marketing,Tapstorm SG,Lead,1,4213.16,376.51,4589.67,0,0,4443.972925823786,1
2022-12-01,EMP04612,Employee_4612,Localization Lead,LiveOps,Tapstorm SG,Mid,1,4172.63,777.86,4950.49,0,0,4196.051907433947,1
2022-12-01,EMP04613,Employee_4613,LiveOps Analyst,LiveOps,Tapstorm SG,Junior,1,4318.79,1007.76,5326.55,0,1,4385.716892795656,1
2022-12-01,EMP04614,Employee_4614,Backend Engineer,LiveOps,Tapstorm SG,Junior,1,3624.85,650.92,4275.7699999999995,0,0,3609.5254491816313,1
2022-12-01,EMP04615,Employee_4615,Support Agent,LiveOps,Tapstorm SG,Senior,1,3218.38,229.03,3447.4100000000003,0,0,3135.055710530949,1
2022-12-01,EMP04616,Employee_4616,Localization Lead,LiveOps,Tapstorm SG,Mid,1,3696.28,220.13,3916.4100000000003,0,0,3607.7025778036887,1
2022-12-01,EMP04617,Employee_4617,UX Researcher,LiveOps,Tapstorm SG,Junior,1,5006.01,278.46,5284.47,0,0,5332.902086204477,1
2022-12-01,EMP04618,Employee_4618,Backend Engineer,LiveOps,Tapstorm SG,Lead,1,4351.19,402.27,4753.459999999999,0,0,4736.229067969806,1
2022-12-01,EMP04619,Employee_4619,Game Designer,BI & Analytics,Tapstorm SG,Junior,1,2984.14,346.01,3330.1499999999996,0,0,3074.5170391683614,1
2022-12-01,EMP04620,Employee_4620,LiveOps Analyst,BI & Analytics,Tapstorm SG,Mid,1,2565.12,507.1,3072.22,0,0,2588.7673676648014,1
2022-12-01,EMP04621,Employee_4621,Game Designer,BI & Analytics,Tapstorm SG,Junior,1,4168.27,994.76,5163.030000000001,0,0,4445.578785696813,1
2022-12-01,EMP04622,Employee_4622,Backend Engineer,BI & Analytics,Tapstorm SG,Lead,1,3309.66,217.76,3527.42,0,0,3424.0610194138794,0
2022-12-01,EMP04623,Employee_4623,Backend Engineer,BI & Analytics,Tapstorm SG,Lead,1,4678.16,1067.91,5746.07,0,0,4530.199398949367,1
2022-12-01,EMP04624,Employee_4624,UX Researcher,BI & Analytics,Tapstorm SG,Mid,1,3615.11,189.73,3804.84,0,0,3609.2580102829625,0
2022-12-01,EMP04625,Employee_4625,Localization Lead,Infrastructure,Tapstorm SG,Junior,1,4549.25,847.45,5396.7,0,0,4928.728771468933,1
2022-12-01,EMP04626,Employee_4626,Game Designer,Infrastructure,Tapstorm SG,Senior,1,2381.83,359.59,2741.42,0,0,2424.1511209948662,1
2022-12-01,EMP04627,Employee_4627,Backend Engineer,Infrastructure,Tapstorm SG,Lead,1,3404.44,848.1,4252.54,0,0,3539.038817108052,1
2022-12-01,EMP04628,Employee_4628,Game Designer,Infrastructure,Tapstorm SG,Lead,1,3568.15,775.92,4344.07,0,0,3455.7227736312784,1
2022-12-01,EMP04629,Employee_4629,LiveOps Analyst,R&D,TapForge CN,Mid,1,4546.85,1134.83,5681.68,0,0,4516.844118251539,0
2022-12-01,EMP04630,Employee_4630,Support Agent,R&D,TapForge CN,Mid,1,2772.35,661.14,3433.49,0,0,2797.9056973844877,1
2022-12-01,EMP04631,Employee_4631,Localization Lead,R&D,TapForge CN,Junior,1,4264.85,590.66,4855.51,0,0,4359.441826178796,1
2022-12-01,EMP04632,Employee_4632,LiveOps Analyst,R&D,TapForge CN,Mid,1,4976.17,1012.19,5988.360000000001,0,0,5135.970218466447,1
2022-12-01,EMP04633,Employee_4633,Game Designer,R&D,TapForge CN,Mid,1,2264.1,332.77,2596.87,0,0,2177.2539007304963,1
2022-12-01,EMP04634,Employee_4634,LiveOps Analyst,Human Resources,TapForge CN,Mid,1,1402.34,297.15,1699.4899999999998,1,0,1470.2552213525532,1
2022-12-01,EMP04635,Employee_4635,Backend Engineer,Human Resources,TapForge CN,Junior,1,2901.62,253.11,3154.73,0,0,3110.331329269894,1
2022-12-01,EMP04636,Employee_4636,LiveOps Analyst,Human Resources,TapForge CN,Senior,1,4083.44,404.85,4488.29,0,0,4260.586387533083,1
2022-12-01,EMP04637,Employee_4637,Support Agent,Human Resources,TapForge CN,Lead,1,2722.48,416.57,3139.05,0,0,2937.5330221047757,1
2022-12-01,EMP04638,Employee_4638,Support Agent,Marketing,TapForge CN,Junior,1,4895.07,452.17,5347.24,0,0,4708.071454899086,1
2022-12-01,EMP04639,Employee_4639,Backend Engineer,Marketing,TapForge CN,Lead,1,4300.3,490.49,4790.79,0,0,4146.729795854732,0
2022-12-01,EMP04640,Employee_4640,Support Agent,Marketing,TapForge CN,Junior,1,3484.13,697.79,4181.92,0,0,3475.83580073552,1
2022-12-01,EMP04641,Employee_4641,LiveOps Analyst,Marketing,TapForge CN,Senior,1,3040.04,669.6,3709.64,0,0,3193.7515175643716,1
2022-12-01,EMP04642,Employee_4642,UX Researcher,Marketing,TapForge CN,Mid,1,4138.56,642.86,4781.42,0,0,4152.530883752341,1
2022-12-01,EMP04643,Employee_4643,LiveOps Analyst,LiveOps,TapForge CN,Junior,1,4352.42,991.08,5343.5,0,0,4450.893696676648,1
2022-12-01,EMP04644,Employee_4644,Localization Lead,LiveOps,TapForge CN,Junior,1,4371.97,1026.2,5398.17,0,0,4410.47585727043,1
2022-12-01,EMP04645,Employee_4645,LiveOps Analyst,LiveOps,TapForge CN,Lead,1,3551.6,772.27,4323.87,0,0,3560.4704743196135,1
2022-12-01,EMP04646,Employee_4646,Localization Lead,LiveOps,TapForge CN,Mid,1,3738.23,363.91,4102.14,0,0,4056.489592493657,1
2022-12-01,EMP04647,Employee_4647,LiveOps Analyst,LiveOps,TapForge CN,Mid,1,2095.13,279.37,2374.5,0,0,2287.429882274063,1
2022-12-01,EMP04648,Employee_4648,UX Researcher,LiveOps,TapForge CN,Lead,1,3885.62,538.52,4424.139999999999,0,0,4144.042411534808,1
2022-12-01,EMP04649,Employee_4649,Backend Engineer,LiveOps,TapForge CN,Lead,1,4343.99,679.29,5023.28,0,0,4451.26868967886,1
2022-12-01,EMP04650,Employee_4650,Backend Engineer,BI & Analytics,TapForge CN,Senior,1,4104.72,1001.98,5106.700000000001,0,0,4040.1940900624195,1
2022-12-01,EMP04651,Employee_4651,LiveOps Analyst,BI & Analytics,TapForge CN,Mid,1,3688.63,443.51,4132.14,0,0,3837.022290507893,1
2022-12-01,EMP04652,Employee_4652,Game Designer,BI & Analytics,TapForge CN,Senior,1,2847.42,395.2,3242.62,0,0,2960.2829800433337,1
2022-12-01,EMP04653,Employee_4653,Backend Engineer,BI & Analytics,TapForge CN,Junior,1,4117.88,857.61,4975.49,0,0,4322.5396475844955,1
2022-12-01,EMP04654,Employee_4654,UX Researcher,Infrastructure,TapForge CN,Lead,1,5046.53,802.51,5849.04,0,0,4984.107358526618,1
2022-12-01,EMP04655,Employee_4655,LiveOps Analyst,Infrastructure,TapForge CN,Lead,1,2092.11,492.96,2585.07,0,0,2275.1647354022875,1
2022-12-01,EMP04656,Employee_4656,Support Agent,Infrastructure,TapForge CN,Junior,1,2985.77,433.26,3419.0299999999997,0,0,2896.107977785365,1
2022-12-01,EMP04657,Employee_4657,LiveOps Analyst,Infrastructure,TapForge CN,Junior,1,2927.71,313.3,3241.01,0,0,3211.5582934139475,0
2022-12-01,EMP04658,Employee_4658,LiveOps Analyst,Infrastructure,TapForge CN,Lead,1,3732.71,201.75,3934.46,0,1,3786.5769917208745,1
2022-12-01,EMP04659,Employee_4659,UX Researcher,Infrastructure,TapForge CN,Senior,1,5110.19,1005.76,6115.95,0,0,5427.842039508176,1
2022-12-01,EMP04660,Employee_4660,UX Researcher,R&D,WhaleCare PH,Senior,1,4752.2,939.75,5691.95,0,0,4901.548519754829,1
2022-12-01,EMP04661,Employee_4661,UX Researcher,R&D,WhaleCare PH,Junior,1,5024.18,437.64,5461.820000000001,0,0,4954.712180322353,1
2022-12-01,EMP04662,Employee_4662,LiveOps Analyst,R&D,WhaleCare PH,Junior,1,4541.28,680.59,5221.87,0,0,4672.02447291659,1
2022-12-01,EMP04663,Employee_4663,Localization Lead,R&D,WhaleCare PH,Senior,1,5796.46,862.47,6658.93,0,1,5638.046936656587,1
2022-12-01,EMP04664,Employee_4664,LiveOps Analyst,Human Resources,WhaleCare PH,Senior,1,3997.27,503.75,4501.02,1,0,3837.3154523012668,1
2022-12-01,EMP04665,Employee_4665,UX Researcher,Human Resources,WhaleCare PH,Junior,1,2793.6,235.15,3028.75,0,0,3051.95705963354,1
2022-12-01,EMP04666,Employee_4666,Localization Lead,Human Resources,WhaleCare PH,Mid,1,3358.59,187.33,3545.92,0,0,3653.406671082166,1
2022-12-01,EMP04667,Employee_4667,Support Agent,Human Resources,WhaleCare PH,Lead,1,3911.68,485.63,4397.3099999999995,0,0,4206.981364034579,1
2022-12-01,EMP04668,Employee_4668,Support Agent,Human Resources,WhaleCare PH,Mid,1,4033.58,252.91,4286.49,0,0,4357.947819449017,1
2022-12-01,EMP04669,Employee_4669,UX Researcher,Marketing,WhaleCare PH,Mid,1,3997.65,438.29,4435.9400000000005,0,0,4175.342770231137,1
2022-12-01,EMP04670,Employee_4670,LiveOps Analyst,Marketing,WhaleCare PH,Mid,1,6202.12,424.3,6626.42,0,0,6246.043378590618,1
2022-12-01,EMP04671,Employee_4671,Backend Engineer,Marketing,WhaleCare PH,Junior,1,5723.84,543.94,6267.780000000001,0,0,5984.042956202695,1
2022-12-01,EMP04672,Employee_4672,Backend Engineer,Marketing,WhaleCare PH,Mid,1,3412.58,413.85,3826.43,0,0,3281.850687897,1
2022-12-01,EMP04673,Employee_4673,Game Designer,Marketing,WhaleCare PH,Mid,1,3412.51,751.23,4163.74,0,0,3489.014447546609,1
2022-12-01,EMP04674,Employee_4674,Localization Lead,Marketing,WhaleCare PH,Lead,1,2585.68,152.0,2737.68,0,0,2617.466874132117,1
2022-12-01,EMP04675,Employee_4675,Game Designer,LiveOps,WhaleCare PH,Lead,1,2982.9,621.04,3603.94,0,0,3229.2644428508943,1
2022-12-01,EMP04676,Employee_4676,UX Researcher,LiveOps,WhaleCare PH,Mid,1,4306.9,579.17,4886.07,0,0,4114.283627634869,1
2022-12-01,EMP04677,Employee_4677,Localization Lead,LiveOps,WhaleCare PH,Senior,1,3915.77,428.4,4344.17,0,1,3753.3997220926612,1
2022-12-01,EMP04678,Employee_4678,UX Researcher,LiveOps,WhaleCare PH,Senior,1,3623.65,475.97,4099.62,0,0,3845.991159798408,1
2022-12-01,EMP04679,Employee_4679,Localization Lead,LiveOps,WhaleCare PH,Junior,1,3682.83,202.13,3884.96,0,0,4034.670304339055,1
2022-12-01,EMP04680,Employee_4680,Backend Engineer,BI & Analytics,WhaleCare PH,Lead,1,4311.6,799.04,5110.64,0,0,4527.154615883685,1
2022-12-01,EMP04681,Employee_4681,Backend Engineer,BI & Analytics,WhaleCare PH,Senior,1,2545.54,412.05,2957.59,0,0,2712.167728422751,1
2022-12-01,EMP04682,Employee_4682,Support Agent,BI & Analytics,WhaleCare PH,Mid,1,3664.78,226.69,3891.4700000000003,0,0,3928.59264584091,1
2022-12-01,EMP04683,Employee_4683,LiveOps Analyst,BI & Analytics,WhaleCare PH,Lead,1,4297.5,1058.61,5356.11,0,0,4434.933022704333,1
2022-12-01,EMP04684,Employee_4684,UX Researcher,BI & Analytics,WhaleCare PH,Lead,1,3800.67,943.23,4743.9,0,0,3820.334162679639,1
2022-12-01,EMP04685,Employee_4685,Localization Lead,H.R.,WhaleCare PH,Senior,1,4553.26,1050.56,5603.82,0,0,4970.966470516219,1
2022-12-01,EMP04686,Employee_4686,Game Designer,Infrastructure,WhaleCare PH,Senior,1,4142.56,777.81,4920.370000000001,0,0,4404.989093200306,1
2022-12-01,EMP04687,Employee_4687,Backend Engineer,Infrastructure,WhaleCare PH,Mid,1,4687.95,1123.73,5811.68,0,0,4713.816851754224,0
2022-12-01,EMP04688,Employee_4688,Game Designer,Infrastructure,WhaleCare PH,Junior,1,3724.14,398.13,4122.2699999999995,0,0,3710.5967757355293,1
2022-12-01,EMP04689,Employee_4689,UX Researcher,Infrastructure,WhaleCare PH,Junior,1,2290.69,218.61,2509.3,0,0,2448.950423603866,1
2022-12-01,EMP04690,Employee_4690,Backend Engineer,Infrastructure,WhaleCare PH,Senior,1,4183.62,941.82,5125.44,0,0,4185.510653553923,1
2022-12-01,EMP04691,Employee_4691,Game Designer,R&D,SummonStorm BR,Lead,1,3677.08,547.79,4224.87,0,0,3544.7257955320993,1
2022-12-01,EMP04692,Employee_4692,Backend Engineer,R&D,SummonStorm BR,Senior,1,4593.29,902.56,5495.85,0,1,4798.730682692399,1
2022-12-01,EMP04693,Employee_4693,Support Agent,R&D,SummonStorm BR,Senior,1,4081.95,791.33,4873.28,0,0,3927.830203269802,0
2022-12-01,EMP04694,Employee_4694,Support Agent,R&D,SummonStorm BR,Senior,1,4174.13,511.77,4685.9,0,0,4492.77513091592,1
2022-12-01,EMP04695,Employee_4695,UX Researcher,R&D,SummonStorm BR,Mid,1,4485.59,449.4,4934.99,0,0,4772.86871055185,1
2022-12-01,EMP04696,Employee_4696,LiveOps Analyst,R&D,SummonStorm BR,Lead,1,4359.31,495.54,4854.85,0,0,4344.541368188414,0
2022-12-01,EMP04697,Employee_4697,Game Designer,R&D,SummonStorm BR,Lead,1,4483.0,673.16,5156.16,0,0,4515.522965380516,1
2022-12-01,EMP04698,Employee_4698,Localization Lead,Human Resources,SummonStorm BR,Lead,1,5380.37,1187.61,6567.98,0,0,5913.91877576926,1
2022-12-01,EMP04699,Employee_4699,Backend Engineer,Human Resources,SummonStorm BR,Junior,1,4322.5,819.71,5142.21,0,0,4235.910549571319,1
2022-12-01,EMP04700,Employee_4700,UX Researcher,Human Resources,SummonStorm BR,Junior,1,4475.47,411.14,4886.610000000001,0,0,4809.220600553079,1
2022-12-01,EMP04701,Employee_4701,Backend Engineer,Human Resources,SummonStorm BR,Junior,1,3817.77,588.25,4406.02,1,0,3638.2277306960937,1
2022-12-01,EMP04702,Employee_4702,Localization Lead,Human Resources,SummonStorm BR,Junior,1,5664.46,751.4,6415.86,0,0,6052.908134568648,1
2022-12-01,EMP04703,Employee_4703,Localization Lead,Human Resources,SummonStorm BR,Senior,1,3489.2,370.24,3859.4399999999996,0,0,3480.7554974749514,0
2022-12-01,EMP04704,Employee_4704,UX Researcher,Human Resources,SummonStorm BR,Senior,1,3199.63,684.29,3883.92,0,0,3198.053280385532,1
2022-12-01,EMP04705,Employee_4705,UX Researcher,Marketing,SummonStorm BR,Lead,1,2542.84,366.01,2908.8500000000004,0,0,2609.1430562861374,1
2022-12-01,EMP04706,Employee_4706,Localization Lead,Marketing,SummonStorm BR,Lead,1,2855.36,560.49,3415.8500000000004,0,0,3025.9744213244917,1
2022-12-01,EMP04707,Employee_4707,UX Researcher,Marketing,SummonStorm BR,Lead,1,3974.97,771.82,4746.79,0,0,4234.644523881555,1
2022-12-01,EMP04708,Employee_4708,Backend Engineer,Marketing,SummonStorm BR,Lead,1,5028.79,1104.1,6132.889999999999,0,0,5469.614618370475,1
2022-12-01,EMP04709,Employee_4709,Localization Lead,Marketing,SummonStorm BR,Junior,1,3315.75,316.19,3631.94,0,0,3620.2820908536874,1
2022-12-01,EMP04710,Employee_4710,Support Agent,Marketing,SummonStorm BR,Mid,1,5269.36,700.12,5969.48,0,0,5336.608749002207,1
2022-12-01,EMP04711,Employee_4711,UX Researcher,LiveOps,SummonStorm BR,Mid,1,4310.14,1068.88,5379.02,0,1,4222.3612210811425,1
2022-12-01,EMP04712,Employee_4712,Localization Lead,LiveOps,SummonStorm BR,Mid,1,4173.05,784.08,4957.13,0,0,3976.3119356713746,1
2022-12-01,EMP04713,Employee_4713,Localization Lead,LiveOps,SummonStorm BR,Junior,1,4399.04,891.78,5290.82,0,0,4566.561666590057,1
2022-12-01,EMP04714,Employee_4714,LiveOps Analyst,LiveOps,SummonStorm BR,Senior,1,3682.06,756.48,4438.54,0,0,3923.5027581144964,1
2022-12-01,EMP04715,Employee_4715,LiveOps Analyst,BI & Analytics,SummonStorm BR,Junior,1,2390.02,573.16,2963.18,0,0,2532.506061096903,1
2022-12-01,EMP04716,Employee_4716,Game Designer,BI & Analytics,SummonStorm BR,Mid,1,4208.12,448.68,4656.8,0,0,4369.090887342913,1
2022-12-01,EMP04717,Employee_4717,Backend Engineer,BI & Analytics,SummonStorm BR,Mid,1,3007.84,375.44,3383.28,1,0,3091.1765419776,1
2022-12-01,EMP04718,Employee_4718,Game Designer,BI & Analytics,SummonStorm BR,Lead,1,4126.12,556.61,4682.73,0,0,4316.306841290592,1
2022-12-01,EMP04719,Employee_4719,Game Designer,BI & Analytics,SummonStorm BR,Senior,1,4974.83,1148.2,6123.03,0,0,5158.575520678986,0
2022-12-01,EMP04720,Employee_4720,UX Researcher,BI & Analytics,SummonStorm BR,Lead,1,3680.01,304.31,3984.32,0,0,3655.1005186856505,1
2022-12-01,EMP04721,Employee_4721,Support Agent,Infrastructure,SummonStorm BR,Junior,1,3166.48,585.27,3751.75,0,0,3444.170445014813,1
2022-12-01,EMP04722,Employee_4722,Localization Lead,Infrastructure,SummonStorm BR,Junior,1,5074.1,555.03,5629.13,0,0,5300.848769352367,1
2022-12-01,EMP04723,Employee_4723,UX Researcher,Infrastructure,SummonStorm BR,Lead,1,5676.54,815.21,6491.75,0,0,5837.6413953706,1
2022-12-01,EMP04724,Employee_4724,LiveOps Analyst,Infrastructure,SummonStorm BR,Senior,1,3713.98,694.06,4408.04,0,0,3845.1173972005995,0
2022-12-01,EMP04725,Employee_4725,Support Agent,Infrastructure,SummonStorm BR,Mid,1,3427.86,174.1,3601.96,0,0,3392.9715477570717,1
2022-12-01,EMP04726,Employee_4726,LiveOps Analyst,Infrastructure,SummonStorm BR,Junior,1,3734.83,519.38,4254.21,0,0,3804.448734181104,1
2022-12-01,EMP04727,Employee_4727,Backend Engineer,Infrastructure,SummonStorm BR,Mid,1,5038.93,413.08,5452.01,0,0,5308.738731058477,1
2023-01-01,EMP04728,Employee_4728,Backend Engineer,R&D,Tapstorm SG,Lead,1,4307.28,747.47,5054.75,0,0,4261.380683524259,1
2023-01-01,EMP04729,Employee_4729,Localization Lead,R&D,Tapstorm SG,Mid,1,2225.63,408.09,2633.7200000000003,0,0,2224.655318122651,1
2023-01-01,EMP04730,Employee_4730,Localization Lead,R&D,Tapstorm SG,Junior,1,3775.67,294.59,4070.26,0,0,4136.910884581068,1
2023-01-01,EMP04731,Employee_4731,LiveOps Analyst,R&D,Tapstorm SG,Senior,1,4221.56,459.0,4680.56,0,0,4204.4083745631515,1
2023-01-01,EMP04732,Employee_4732,Game Designer,R&D,Tapstorm SG,Mid,1,3406.91,812.34,4219.25,0,0,3674.393594926983,1
2023-01-01,EMP04733,Employee_4733,Support Agent,Human Resources,Tapstorm SG,Lead,1,4558.31,745.81,5304.120000000001,0,0,4546.631506615203,1
2023-01-01,EMP04734,Employee_4734,LiveOps Analyst,H.R.,Tapstorm SG,Mid,1,4131.09,403.01,4534.1,0,0,4526.648107134711,0
2023-01-01,EMP04735,Employee_4735,Support Agent,Human Resources,Tapstorm SG,Senior,1,3540.48,548.51,4088.99,0,0,3877.7939853515704,1
2023-01-01,EMP04736,Employee_4736,UX Researcher,Human Resources,Tapstorm SG,Junior,1,3015.89,290.24,3306.13,0,0,3229.376206461385,1
2023-01-01,EMP04737,Employee_4737,Game Designer,Human Resources,Tapstorm SG,Senior,1,4233.25,511.99,4745.24,0,0,4212.707948355046,1
2023-01-01,EMP04738,Employee_4738,Support Agent,Human Resources,Tapstorm SG,Lead,1,4693.78,256.94,4950.719999999999,0,1,4674.045016763968,1
2023-01-01,EMP04739,Employee_4739,Game Designer,Marketing,Tapstorm SG,Mid,1,4086.85,284.73,4371.58,0,0,4065.6052617557516,1
2023-01-01,EMP04740,Employee_4740,Support Agent,Marketing,Tapstorm SG,Senior,1,3717.96,653.82,4371.78,0,0,4035.5214611882298,1
2023-01-01,EMP04741,Employee_4741,UX Researcher,Marketing,Tapstorm SG,Lead,1,3995.1,531.34,4526.44,0,0,4042.8532483359763,1
2023-01-01,EMP04742,Employee_4742,Backend Engineer,Marketing,Tapstorm SG,Mid,1,4567.61,245.79,4813.4,0,0,4949.837074555507,1
2023-01-01,EMP04743,Employee_4743,UX Researcher,LiveOps,Tapstorm SG,Senior,1,2926.45,271.16,3197.6099999999997,0,0,3097.6234880889533,1
2023-01-01,EMP04744,Employee_4744,Backend Engineer,LiveOps,Tapstorm SG,Junior,1,3494.48,391.89,3886.37,0,0,3402.8570538128247,0
2023-01-01,EMP04745,Employee_4745,Game Designer,LiveOps,Tapstorm SG,Junior,1,3965.05,450.72,4415.77,0,0,4201.20949227991,1
2023-01-01,EMP04746,Employee_4746,Game Designer,LiveOps,Tapstorm SG,Lead,1,4316.43,921.97,5238.400000000001,0,0,4541.093720993212,1
2023-01-01,EMP04747,Employee_4747,LiveOps Analyst,LiveOps,Tapstorm SG,Junior,1,3843.6,381.08,4224.68,0,0,3790.328645543468,1
2023-01-01,EMP04748,Employee_4748,Backend Engineer,LiveOps,Tapstorm SG,Mid,1,5600.36,746.1,6346.46,0,0,5896.445177164673,1
2023-01-01,EMP04749,Employee_4749,Support Agent,LiveOps,Tapstorm SG,Junior,1,4584.21,448.7,5032.91,0,0,4398.9551378778615,1
2023-01-01,EMP04750,Employee_4750,Localization Lead,BI & Analytics,Tapstorm SG,Senior,1,2079.42,219.89,2299.31,0,0,2243.426886545521,1
2023-01-01,EMP04751,Employee_4751,LiveOps Analyst,BI & Analytics,Tapstorm SG,Lead,1,5019.52,869.73,5889.25,0,0,5412.986142150594,0
2023-01-01,EMP04752,Employee_4752,Backend Engineer,BI & Analytics,Tapstorm SG,Senior,1,4092.79,694.41,4787.2,0,0,4383.917122756153,1
2023-01-01,EMP04753,Employee_4753,Support Agent,BI & Analytics,Tapstorm SG,Mid,1,2792.03,471.77,3263.8,1,0,2656.81352451597,1
2023-01-01,EMP04754,Employee_4754,UX Researcher,BI & Analytics,Tapstorm SG,Junior,1,3584.98,798.75,4383.73,0,0,3929.8307842744016,1
2023-01-01,EMP04755,Employee_4755,Game Designer,BI & Analytics,Tapstorm SG,Junior,1,3801.28,214.44,4015.7200000000003,0,0,3625.195891485601,1
2023-01-01,EMP04756,Employee_4756,LiveOps Analyst,Infrastructure,Tapstorm SG,Senior,1,5174.01,600.82,5774.83,0,0,5073.749474076616,1
2023-01-01,EMP04757,Employee_4757,Game Designer,Infrastructure,Tapstorm SG,Lead,1,3135.19,749.26,3884.45,0,0,3278.9809688129512,1
2023-01-01,EMP04758,Employee_4758,Support Agent,Infrastructure,Tapstorm SG,Lead,1,2473.87,519.06,2992.93,0,0,2646.522664736354,1
2023-01-01,EMP04759,Employee_4759,UX Researcher,Infrastructure,Tapstorm SG,Lead,1,2263.17,480.86,2744.03,0,1,2292.907762164313,1
2023-01-01,EMP04760,Employee_4760,Game Designer,H.R.,Tapstorm SG,Mid,1,2800.51,515.98,3316.4900000000002,0,0,2773.25610604427,0
2023-01-01,EMP04761,Employee_4761,LiveOps Analyst,Infrastructure,Tapstorm SG,Junior,1,2745.43,353.8,3099.23,0,0,2619.9140582189725,1
2023-01-01,EMP04762,Employee_4762,Localization Lead,R&D,TapForge CN,Junior,1,4469.86,717.6,5187.46,0,0,4453.4235256420425,1
2023-01-01,EMP04763,Employee_4763,Backend Engineer,R&D,TapForge CN,Senior,1,6782.27,430.32,7212.59,0,0,6876.654216984329,1
2023-01-01,EMP04764,Employee_4764,Localization Lead,R&D,TapForge CN,Senior,1,4417.92,1015.23,5433.15,0,0,4248.342161701967,1
2023-01-01,EMP04765,Employee_4765,Game Designer,R&D,TapForge CN,Junior,1,3317.51,694.68,4012.19,0,0,3392.5736289762453,1
2023-01-01,EMP04766,Employee_4766,UX Researcher,Human Resources,TapForge CN,Junior,1,4009.94,519.61,4529.55,0,0,4116.589611688042,1
2023-01-01,EMP04767,Employee_4767,Backend Engineer,Human Resources,TapForge CN,Lead,1,3026.7,161.24,3187.9399999999996,0,0,3110.356728798788,1
2023-01-01,EMP04768,Employee_4768,UX Researcher,Human Resources,TapForge CN,Mid,1,2985.9,351.53,3337.4300000000003,0,0,3034.5118255671573,1
